Date,High,Low,Open,Close,Volume,Adj Close
2018-12-31,6.3292388916015625,5.974399089813232,6.000590801239014,6.164731979370117,38216014,6.164731979370117
2019-01-01,6.191928863525391,5.885121822357178,6.191431999206543,6.075273036956787,23891162,6.075273036956787
2019-01-02,6.2078728675842285,5.949006080627441,6.091464996337891,6.188612937927246,30308610,6.188612937927246
2019-01-03,6.175116062164307,5.901558876037598,6.1719069480896,5.903534889221191,22821639,5.903534889221191
2019-01-04,6.0658979415893555,5.863714218139648,5.895051956176758,6.06513786315918,29311136,6.06513786315918
2019-01-05,6.204376220703125,6.03407096862793,6.055661201477051,6.065543174743652,30340637,6.065543174743652
2019-01-06,6.502734184265137,6.034090042114258,6.068152904510498,6.395978927612305,41574183,6.395978927612305
2019-01-07,6.429487228393555,6.231934070587158,6.429357051849365,6.29141092300415,37914513,6.29141092300415
2019-01-08,6.911028861999512,6.23575496673584,6.295865058898926,6.640054225921631,65660517,6.640054225921631
2019-01-09,6.965077877044678,6.473887920379639,6.659678936004639,6.641550064086914,74676974,6.641550064086914
2019-01-10,6.683948040008545,5.800487041473389,6.61093807220459,5.915918827056885,75844882,5.915918827056885
2019-01-11,6.237287998199463,5.842599868774414,5.965033054351807,6.075342178344727,50239804,6.075342178344727
2019-01-12,6.087327003479004,5.929253101348877,6.086732864379883,5.976964950561523,32654874,5.976964950561523
2019-01-13,6.000758171081543,5.4934210777282715,5.974922180175781,5.568757057189941,26590183,5.568757057189941
2019-01-14,6.159282207489014,5.574418067932129,5.577669143676758,6.159282207489014,43109288,6.159282207489014
2019-01-15,6.163675785064697,5.817485809326172,6.163675785064697,5.919047832489014,25427436,5.919047832489014
2019-01-16,6.249328136444092,5.900547027587891,5.916178226470947,6.186014175415039,35059223,6.186014175415039
2019-01-17,6.417831897735596,6.0818328857421875,6.171834945678711,6.417831897735596,36306127,6.417831897735596
2019-01-18,6.68779993057251,6.336639881134033,6.405714988708496,6.563039779663086,43105423,6.563039779663086
2019-01-19,6.728054046630859,6.35616397857666,6.570097923278809,6.635448932647705,46981638,6.635448932647705
2019-01-20,6.730163097381592,6.3759307861328125,6.646823883056641,6.493868827819824,49479090,6.493868827819824
2019-01-21,6.579239845275879,6.422120094299316,6.505216121673584,6.553024768829346,36321046,6.553024768829346
2019-01-22,6.568098068237305,6.384760856628418,6.5432329177856445,6.523199081420898,31986617,6.523199081420898
2019-01-23,6.573998928070068,6.4364190101623535,6.530526161193848,6.5414018630981445,33083575,6.5414018630981445
2019-01-24,6.541762828826904,6.465993881225586,6.534355163574219,6.505792140960693,26614401,6.505792140960693
2019-01-25,6.799006938934326,6.505508899688721,6.514754772186279,6.737325191497803,43731936,6.737325191497803
2019-01-26,7.0396409034729,6.690682888031006,6.750314235687256,7.006565093994141,48498979,7.006565093994141
2019-01-27,7.246769905090332,6.860904216766357,7.0030598640441895,7.088199138641357,52872347,7.088199138641357
2019-01-28,7.189432144165039,6.106819152832031,7.09149694442749,6.20618200302124,82427200,6.20618200302124
2019-01-29,6.314662933349609,6.059685230255127,6.220345973968506,6.181670188903809,49291811,6.181670188903809
2019-01-30,6.219440937042236,6.056818008422852,6.174735069274902,6.174529075622559,41310644,6.174529075622559
2019-01-31,6.333212852478027,6.028730869293213,6.173159122467041,6.268435955047607,52240451,6.268435955047607
2019-02-01,6.648026943206787,6.172295093536377,6.264142036437988,6.56261682510376,56050947,6.56261682510376
2019-02-02,6.891695022583008,6.525021076202393,6.554346084594727,6.891695022583008,56627089,6.891695022583008
2019-02-03,6.920657157897949,6.62178897857666,6.885941028594971,6.738164901733398,59942158,6.738164901733398
